komentar;value
Kenapa ya di updetan yg sekarang ini bukan nya tambah bagun mala tamba hancur oarahnya lagi pas dlam loby bug nya saya setiap loby pasti masalahnya hanya bug jalanya kaya bott tolonglah di perbaikin bugnya makin malas jadinya mau main mkin bkin emosi. Tolong bug nya setiap masuk dlm lobi ke bot tolong di perbaiki. Terima kasih;4
Event terjelek yg pernah ada sy harap even seperti zombi ini tidak pernah ada sebab mengganggu game play saat ada musuh dan membuat frame drop, intinya even ini paling jelekk;1
saran aja sii buat level infinite , size pubg di kurangin jadi player yang hp nya kurang kuat masii bisa buat main lagi and mungkin dengan cara ini pubg bisa rame lagi , kalo size nya uda di kecilin langsung promosikan biar pada tau;5
Semenjak update jadi sering ngelag performa nya,makin memburuk, sama suara tembakan dari musuh nya ilang jadi kerasa tiba tiba mati,Mohon perbaiki lagi jadi lebih baik ??;4
Sudah beberapa hari ini terjadi bug suara, saat berbicara lewat mic, yang keluar melalui speaker berulang ulang, membuat tidak nyaman saat bermain. mohon di perbaiki developer;5
Update skrg malah pergerakan karakter jadi lambat, ambil loot juga lambat.. padahal internet 100mbps, device poco f3 snapdragon 870.. awalnya saya k/d 4 skrg jadi kd 1,9;1
Ntah knp pubg skrng makin lelet, padahal jaringan lancar terus kadang suka keluar sendiri. Bahkan sampe harus login ulang ga cuma sekali dua kali kejadian gini;1
"Masih banyak pr buat pubg,contoh kupon peti premium yg entah kapan akan di keluarkan karna tokenya udah ada banyak di inventori saya dan event""gratisan nya jga kurang memuaskan saya pikir buat player gratisan buat saya itu tolong jga diliat dan dilirik untuk eventnya";4
Game nya jangan update event terus aneh... ,optimalin game nya di semua davice ,android terutama ,terlalu banya frem drop saat bermain ,padahal player terbanyak dulu player android ,skarang makin sepi karna makin kesini android terlalu banyak frem drop ,dan aneh nya kalo ketemu player iphone ,freme drop nggk jelas ,terlalu pilih kasih nih game ,rasis nih game hp android anak tiri;3
"Tidak bisa login menggunakan wifi "" restrict area"" itu kenapa ya ? Tapi giliran login pakai data seluler bisa . Game lain main pakai wifi lancar . Tapi kenapa pubg tidak bisa login pakai wifi ??";2
"Untuk Pihak TENCENT: • Terima Kasih sdh mendengarkan keluhan & masukan kami; • Sumber Daya Klasik yg terlalu besar & • Banyak Skin² Yg perlu didownload dengan mempunyai Kapasitas yg besar. • Terlalu banyak Tema yg membuat arti game jadi aneh. SEKIAN. Thank's";5
Gajelas makin kesini makin nge frame, sering patah², bug, remder, kacau, harus iphone 30 kah? Dulu ipad air 2 punya gua masih bisa d pake maen skrng sama sekali gabisa, pas turun dri pesawat bukanya cari senjata ini boro² malah diem, bentuk rumah remder semua, taiiiiiii Skrng gua pake samsung note 10 plus, awalnya pake smooth extreme lancar jaya, lah skrng pake smooth ultra aja patah² kaya pake hp mito anjingg lah Please dong jangan yg berat²??;2
Update gk penting 800mb gila isi konten sampah jualan baju gk jelas bikin tambah berat. Balikin pubg ke jaman dulu hp low end ngangkat. Ini update kebanyakan map mana jarang player main di map baru yg aneh;1
Tolong di perbaiki keluhan kami, 1. Masalah jalan yang sering nyangkut, 2. Masalah peluru yang lama munculnya, 3. Sering terjadinya keluar sendiri di saat kami sedang perang, terimakasih ??????????;2
Tolong di perbaiki untuk akses login. Setlh update 2.8 sering trjadi eror saat login.. Buka game lain normal Tlong jngn bkin player kcwa.. Saya sudah cukup banyak mengeluarkan uang untuk game ini!!;1
"Sebenernya sudah bagus tp sering ngeleg waktu ktmu musuh..ktika sudah stabil tau"" sudah mati kna tembak.. Tolong yg seperti ini di perhatikan lagi supaya lbih nyaman dan lebih baik,";4
Trlalu ngbug kalo kita main di even gak keliatan apa² gak bisa melihat apa² tahu² sudah mati dan main di livik pun sama ngbug juga.tolong dong ya di perbaiki lagi masalah ngbug nya itu.kalo yg lain is ok tidak masalah.coba itu ngbug nya di perbaiki lagi ngbug klo turun di even gak belur semua gak kelihatan apa²;5
Update terbaru botnya lebih banyak dan saya merasa sangat tidak nyaman dan risih akan hal tersebut. Saya harus mengulang matchmaking agar bisa bertemu dengan room yang kebanyakan player. Apabila hal ini tidak diperbaiki, pubg bisa sepi peminat.;3
tolong developer pubg mobile, untuk memperbaiki bug level misi 39, saya sudah masuk pertempuran di antara jam 18:00-22:00 tapi misinya gak selesai selesai, tolong di perbaiki ya.;2
Game yang sangat tidak ramah dengan device yang pas-pasan sekarang mending alih game daripada main tapi sering banget ngalamin frame drop,lag patah patah parah...selamat tinggal pubg;1
sejauh ini saya bermain, masih aman aja gak ada masalah sama sekali, tampilan skin, tampilan map bagus semua gak ada yang mengecewakan. tetap seperti ini ya jangan di rubah rubah.. mantab pubg mobile..;5
Hallo pubg mobile,maaf saya agak kecewa ,saya udah lama ga main pubg tapi saya download lagi abis download game ini di beranda awal aman aman aja tapi ko pas udh di in game layar tiba2 freze ga bisa di sentuh tapi layar di matiin sentuh camrra dll bisa,masuk lagi pubg tiba2 freze lagi ,tolonggg bagai mana solusinya ,hp saya sudah mendukung di aplikasi ini;1
Setelah update event malah patah - patah. Bahkan di dalam mode latihan.... Tolong developer unruk diperbaiki... Terima kasih;4
Game nya udah bagus sih dari segi grafik tapi perlu di perhatikan lagi, masih banyak bug contohnya seperti bug jalan nya lambat dan masih banyak lagi, dan tolong Tencent harga UC di turunin lagi ... minimal seharga DM free fire ??;5
Assalamualaikum,saya mau bertanya tentang senjata di mode metro royale,yaitu ak47 kenapa kecepatan tembakan nya kadang lambat kadang cepat apakah ini semacam bug atau di nerf,mohon jawaban nya??;5
Creator ngk jelas selalu aja setiap update akun gue d keluarkan atau tidak di kaitkan alhasil ngak bisa login, perbaikin dong bukan cuman saya aja mungkin para gamer yang lain juga, update selalu terlambat untuk versi global;1
Kembalikan PUBG yang dulu pas season 3 belom banyak update. ane pake SDM 845 aja ngeframe parah. Jaringan gak stabil. kebanyakan update gak jelas. Frame gak jelassss ..berat udah servernyaa;1
Memang keren sih?? Tapi, tolong perbaiki bunyi senjatanya. Kasih keren lagilah bunyi senjatanya, pasti makin keren bugnya.;5
seharusnya tiap event ada hadiah buat pemain berbentuk uang elektronik, yg bisa di tarik di e walet, itung2 uji ketetampilan, jadi semua pemain bisa ikut turnamen, saling menguntukan pemain dengan penyelenggara,jangan menguntungkan sepihak aja, setiap bulan harus apdet mulu.. kasih dong pemain hadiah.. makasih;5
Gamenya asik. Seru. Cuma banyak leg. Lagi main. Tiba tiba gak ada rumah. Cuma kliatan senjatanya. Dan tiba tiba kembali kemenu layar hp. Bikin males main jadinya;1
Babi gak bisa login padahal sudah semua di izinkan masih aja gak bisa login, bukan karena internet tapi terus terusan di notif pas mau login please anable storage access permission for this app in settings and restart the game tapi berulang kali sudah di izinkan masih saja tidak bisa login ??;1
gimana sih pubg ini gajelas ,ditambah event pmgc saaat main malah jadi ngeframe padahal hp nya high end lo dapet 90 fps .gara2 ada tu event malah jdi ngeframe gajelas. tolong dong di fix jdi males main kek gini.;1
Saya sangat menyukai game ini namun tolong diperketat lagi sistem keamanan nya karena dalam situasi saat bermain Masi banyak yg memakai aplikasi ke-3 ataupun rasis dalam bermain sudah berulang kali melapor namun tidak ada ditidak jadi mohon pada pihak pubg agar bisa lebih adil dalam bertindak... ???? Terima kasih.....;5
Sudah mulai membaik.... Tapi sesekali masih ada chiterrr.... Mohon di perketat untuk menjaga lingkungan game yang sportif.;5
Grafik nya tolong turunkan supaya hp yang ga terlalu mampu masih bisa main dengan nyaman,kalo lama lama kayak gini bisa bisa game nya makin sepi;5
Semakin ke sini game ini semakin berat banget,, frmae drop ny parah ketika berhadapan dengan musuh, padahal memory hp saya masih legah,,tolong dong pihak PUBG di perbaiki masalah framedrop ini,, saya sangat suka dengan game PUBG ini saat main dari season 2;3
Kenapa siap diperbarui sering kali game tidak bisa dibuka sekarang,sementara jaringan internetnya sangat bagus..tapi login ke gamenya tidak bisa;5
ko setelah update bukan malah semakin baik perkerkembangannya kadang tobol leyotnya tembak udah di tekan tapi gak nembak di tekan bukan secop kadang gak ke buka pergerakan semakin lemot jadi gak lincah terus mau buang yang gak di pake biasa nya bisa di geser lansung buang sekarang jadi gak bisa bikin kesel perbaikin dong jadi gak seru malah ngeselin yang ada..rasanya jadi pengen nge anistal kalau gime jadi burik????;1
dulu suka banget sama pubg mobile karena gamenya realistis dan benar² ngandelin skill dan koordinasi tapi makin kesini malah makin nggak logis pubg dari season dulu sangat nyaman mainnya karena realistis,seru,perang² tapi semenjak yang ada kuil terbang nembakin ular ratu makin nggak jelas Rindu pubg dulu yang masih masuk akal pengen balik lagi ke season alan walker :);3
Bintang 3 dulu.. Buat delevore nya mohon keringanan nya kita dari pihak lemah ingin sekali bermain dengan sempurna. Tetapi kita iri dengan para Sultan yang memiliki sekin yg bagus. Tolong buat delevore nya beri kami kemudahan dalam sekin yang tak mampu;3
Dear tencent........ Kenapa ketika, masuk in game server tidak pernah merespon, tolong apakah itu bug atau jaringan.... Tolong di bantu..;1
Mulai turun dan banyak bug lagi Menit mulai yang tidak hilang di mode unrangked. Karakter maju mundur di tempat sampai di tembak musuh. Tas penuh tidak dapat di isi;2
Tailah sekarang benar2 Sengat kecewa sama Game nya sekarang grafiknya rumah selalu hilang waktu mendaran tolong kurangi orang yang penggunaka cheatar dan hp masih banyak yang kekurang di game ini nggak bisa bergerak analognya dan aneh nya graf sekarang malah suka hilangan tolong juga di perbaikin keanehan yang ada didalam games nya perbaruan terusbukannya makin keren malahan makin kecewa gimana mintak soalnya apa baru main kok games nya sudah keluar dari game itu gimana;2
Tolong kenapa untuk saya sekarang saya tidak bisa update tolong di perbaiki soalnya akhir akhir ini terlalu banyak bug dan juga banyak keluhan dari player soal bug ini mohon untuk segera di perbaiki;1
Game ini sangat bagus temen². Grafik mantap,banyak bug,banyak cheater,gacha pelit sangat pelit banget tralala uye ya guys.;1
Setelah update 2.9 keseringan ngebug, forclose, jalan lambat, jaringan bagus bisa²nya delay,hedeehhhh;1
Untuk developer nya ini tolong di benerin lagi untuk gyro nya, padahal saya sudah ngaktifin gyro nya tapi gyro nya ngebug kyk no gyro gitu loh terus udah ak restart HP nya mau lihat hasil nya sama apa nggk tpi hasilnya sama;2
Hallo dev, please untuk next update game di peringan lagi untuk device ram 3, dan bagi event uc gratis lah,ini game kan udah banyak pendapatan masa ngasih uc gratis aja kok pelit banget.;4
mohon diperbaiki bug nya, pas baru turun, terus ngelooting kok senjatanya lama ya keliatannya, yang keliatan cuma pelurunya pas udah beberapa saat baru senjata nya keliatan, apalagi pas turun di event yang pada rebutan senjata tapi kalah karna pink nya sedikit tinggi ditambah bug nya dimana senjata nya lama munculnya;3
Gax bisa main lagi padahal baru update. Tombol tembak macet gx bisa di tekan Pppppppppppppp gx bisa main. Waktu update paket palsu mungkin;5
Makin lama pubg makin jelek saja jaringannya,padahal main game lain pake jaringan yang sama enak enak saja,ping masih hijau tapi masih saja lag,gimana mau main dengan fun,kacau;1
Mohon diperbaiki bug ketika berhadapan musuh terkadang tidak bisa open scope dan frame tinggi ketika naik kendaraan bersama team;4
Terlalu banyak bug Koneksi games tidak stabil jaringan bagus makin kesini main agak susah tolong secepatnya perbaiki agar lebih nikmat games lebih nyaman;1
Hallo TENCEN boleh gak yang make Iped jangan di gabung game playnya sama yang Make HP, Terlalu berat, mana rekoilnya gampang di kontrol, pandangannya luas. Lah kita orang susah yang bisanya cuman make HP bisa apa. ?? Sekedar saran Aja Yah, Terimakasih TENCEN... ??;5
Mohon di perbaiki setelah update terbaru kok pingnya malah tidak normal, mohon untuk diperbaiki, soalnya saya player dari s1 ??;5
Setelah update, bug tidak bisa lari masih saja terjadi. Tentunya itu mempengaruhi pengalaman bermain player, tolong segera diatasi;4
_Update terus ngebag atau bermasalah?!!! Mending jgn d update kalo memang blom siap...dan yg saya rasakan pubg dulu gak seberat pubg sekarang... Krn update map tahun lalu jg ikut d update jg...;2
Kenapa setelah update suara kendaraan tidak terdengar,dan suara kendaraan musuh juga tidak kedengaran.. Apa masalah nya??;1
Tolong perbaiki lagi gamenya banyak bug, karakter cacat gabisa lari cepat trus banyak render sama yang paling merugikan sih sering keluar sendiri dan loading ulang dan akhirnya mati tolong kalo update perhatikan yanglainnya atau gausah update deh, perbaiki aja in game kami;1
Menurut saya game play nya sudah bagus, semua oke, yg perlu di perbaiki hanya performa game nya, hp saya spek Snapdragon 720g aja cuma kebuka Smooth ultra;4
Sering Frame drop ngelag, jangan cuma update skin tapi juga kelancaran gameplay. Versi korea lebih stabil dan gak pelit kayak global;1
Suka bnget ama nie game, banyak memberi pengalaman jugaa, tapi sayang sring banyak bugnyaa jadi menganggu kenyaman mainnya apa lagi udah di dlam pertempuran. Bug yang seperti jalannya kayak di air, bug suara, bug tembakan jadi tinggal, bug cuman bisa pakek senjata satu aja dll, terus kenapa setiap gaca sampah semua yang di kasih tuh??;3
makin lama makin gk beres..sering bug..pas dlm pertempuran tiba tiba keluar sendiri..kadang keluar tulisan..pertempuran berakhir.silahkan ke lobi..mksd nya apa cb;3
Dah kesel banget gua padahal sinyal bagus tiap log in server tidak merespons, sudah di lobby pun sama server tidak merespons apa ini maksdnya!? Maen game online lain lancar² aja kok pubg ke gini, tolong lah benerin! Atau masalah nya dimana kasih tau! niat main buang pusing malah di bikin pusing sama game nya sat!!;1
Pubg ini gimana sih tolong di perbaiki lagi saya sudah berkali-kali buat mencoba update versi terbaru nya tapi tidak bisa bisa ini gimana sihh tolong di perbaiki lagi..;1
makin gak jelas habis update frame parah lag parah padahal hp mumpuni masih banyak memori yng kosong 100 gb lebih internal kosong rinagn bgt hp gua kalo main di game lain tapi di pubg jadi hancur sehancur hacurnya lag. penge hapus rasanya kalo di loby signal 20ms tp kalau sudah main 400ms sampai 670ms kan taeeee;1
Soal game sih seru , tapi yang bikin kesal itu bug ga bisa lari padahal udah aku tarik ke atas analog tapi tetap saja berjalan lambat ga bisa lari , udah ku atur kecepatan lari tapi tetap aja ga bisa , apa lagi pas bug rumah bikin kesel banget , mau war susah ngeloot ya ga bisa masuk rumah karena bug , di even juga sama bug ga kerender mulu susah cari tempat sembunyi pas di tembak musuh , udah itu aja tolong perbaiki semua bug nya biar makin enak di mainin;5
Game nya bagus untuk grafis juga keren, banyak fitur yg baru, namun kadang ada cheater nembak dimana kena nya dimana. Itu saja;4
Bintang 1 dulu,,,setiap update pubg selalu ada bug mulu,,nunggu setiap update gak ada bug lagi baru naik bintang 5;1
